Liatháin,sciatháin
Cool,Col
Bóinne,Bainne
SB,S
inne,Éinne
plhfaisean,bhfaisean
cois,cáis
ceardchumann,gceardchumann
troscán,trasnán
b,r
Les,Let
sioc,sic
Pot,Poc
labhair,chabhair
chathracha,cathrach
píolóta,síolta
Des,yes
húdair,húdar
thu,thus
thréigean,fhoréigean
bealtaí,dhaltaí
iallach,ualach
Carrach,iarracht
Tá,Trá
Chloich,Chluiche
ionas,ionad
dhearbhú,shearbh
pour,your
thacaíocht,thosaíocht
Bernard,Barnard
Teachta,ceachtar
K,e
MTS,MS
Sheas,bheas
féiniúlacht,fhéiniúlacht
Tuismitheoirí,tuismitheoirí
cloigne,loinge
Bhal,Bhál
ais,hais
sheoladh,sheolfaidh
Áthan,Átha
Uilleann,uilleann
nochtann,rochtain
gcarr,gearr
Fuarthas,buartha
tine,fine
chiceanna,chúiseanna
ghruaig,ruaig
blianta,bhliana
Ella,olla
mBearna,mBéarla
Bn,Ben
Fómhair,comhair
saw,sar
ghuthán,ghutháin
bhisigh,dhúisigh
chroch,dhroch
gan,gon
bPóilíní,póilíní
na,ne
Bheifeá,mbeifeá
chomhdháil,gcomhdháil
The,he
Marian,Maria
tEarrach,bharrach
Ghaelainn,Gaelainne
gainimh,gaillimh
nios,nior
bos,boss
Banna,Beanna
né,hé
Aonghusa,Aonghuis
ghearáin,gearán
Do,Da
Diabhail,dhiabhail
Déanfar,ndéanfar
aosa,cosa
an,gan
chomórtas,chomórtais
as,a
page,age
sea,hea
Muileann,uilleann
fuil,fóil
Marc,March
dh,da
sad,said
tógálaí,tógála
IWGaillimh,nGaillimh
gabhair,gabháil
ff,off
Doireann,coiteann
Samhradh,tSamhraidh
chos,chosa
Eisean,Eilean
Bríd,Bhríd
carnadh,conradh
mealltach,imeallach
muin,muir
ndéanfar,dhéanfar
thu,tha
comhair,cathair
Dr,D
Tuar,Thar
lean,gean
Gaoth,Ghaoth
Beifear,beifear
scanrúla,scanrúil
moltóirí,ceoltóirí
Tuar,tuar
gComhar,gaolmhar
Ford,dord
Jill,fill
á,é
Caithim,uaithi
san,say
Ciallaíonn,gciallaíonn
creidim,creidimh
Lean,Lena
Law,law
TG,TÁ
suimeanna,scileanna
Cosnaíonn,Cothaíonn
úsáidte,úsáide
Droichead,nDroichead
ath,áth
c,Ó
Feabhas,rabhas
daoirse,saoirse
Mine,Mind
cáil,cáin
trá,crá
Chultúrlann,Culturlann
Nuacht,Nuachta
phaiste,chaite
Rian,dian
dhearadh,dheireadh
bhóthar,mbóthar
tour,four
direach,dhíreach
Bhóthair,Bóthair
Leaving,meaning
come,comh
bhi,bhig
mol,col
Vs,us
gCoiste,Ciste
Luath,Luach
thing,think
aon,son
achrannach,cheannach
thréithe,tréigthe
Leoga,beoga
bhuadar,fuadar
saoránach,saoránaigh
curaidh,cuirfidh
himeartha,aimseartha
bhfeice,bhreise
Coill,Chill
cúlstad,cúlstop
ghealltanais,ghealltanas
chonaic,chonaí
RUC,RC
beartas,imeartas
bhagairt,tagairt
caoi,gcaoi
Rae,Ray
Freagraí,fhreagraí
Neill,Néill
gcearta,gearra
na,ba
bhainne,bhaile
aontaigh,aontaim
Breathnaigh,bhreathnaigh
ie,ite
Thapaigh,mharaigh
ó,bó
hey,hea
lámhscríbhinn,lámhscríbhinní
mo,m
drannadh,déanadh
ionadaíochta,ionadaíocht
mhí,hí
Éideann,séideann
bhuille,bhaill
rinn,tinn
Chathail,chathair
mhúscail,mhúscailt
hard,éard
fabhrach,fabhraí
Misneach,biseach
Macdara,Madra
thank,than
ciall,caill
neacht,beacht
dearfaí,dearga
bheatha,chatha
gníomhaire,gníomhaithe
tite,aite
Pic,mic
déanaimis,déanaim
iPad,iPod
rite,write
saighdiúir,saighdiúirí
Ort,rt
Teacht,neacht
Nil,áil
Thapaigh,Tacaigh
thall,bhall
Fíon,líon
Déanfar,déanfar
chirte,chiste
shlí,shuí
ngabhfaidh,ngabhfadh
Hi,Ha
easpag,easpaig
Bó,Bh
Chúil,dhúil
Leabhra,meabhrú
thuairimí,tuairim
a,c
gcainteoirí,cainteoirí
póilín,póilíní
minic,mhinic
lárnach,lámhach
aineolais,aineolach
gealach,geala
Aontaíonn,aontaíonn
eirí,eir
My,my
Ali,All
bhí,bí
Ciste,aiste
fearr,gearr
dtimpeall,timpeall
ceaptha,chatha
There,Three
dú,dí
A,Aw
da,a
cheantar,cheaptar
Chothaigh,Chorcaigh
g,x
glacadh,glanadh
céad,cead
Síol,Scol
seachtóidí,seachtainí
neachtc,sneachta
was,las
achrann,achrainn
bhfeiceann,bheireann
Caithfimid,caithfimid
Gleann,Greann
beach,seach
could,cold
triail,triall
Theas,mheas
Dála,mála
emireland,ireland
fhocail,fiacail
ceapadh,crapadh
Les,Leas
Mala,Mála
theachtaireacht,dteachtaireacht
déarfaí,véarsaí
éiríonn,éilíonn
Rís,dís
Turasóireachta,turasóireacht
cainte,caint
Oir,áir
te,tv
conradh,sonrach
gealach,ngealach
dála,dána
tar,war
labhair,cabhair
dátheangachais,dátheangacha
Leo,eo
éad,cad
shraith,mhaith
samhraidh,shamhradh
Mhaicín,chaipín
cheannas,ceannais
Leis,eis
Mhór,phór
Nell,Neill
Imreoir,Imreoirí
Tuaithe,uaitse
Frása,frása
litrithe,aistrithe
ie,ime
rinneadar,rinneamar
ball,dall
Phleanáil,phleanáil
cogaidh,chogadh
bhruach,bharrach
am,au
fháiltigh,fhoilsigh
Uí,Ua
Chomhar,chomhair
tOllamh,Ollaimh
himreoirí,imreoir
fad,far
Bhal,Bhéal
déanfaimid,déanaimis
Teampall,teampaill
Eve,Even
pháiste,phaistí
Seisear,seisear
eitiltí,eitilte
dad,did
úr,ar
bport,bpost
Garman,Gorman
does,dos
cheapas,sheasas
insíonn,insíodh
dearfach,dhearfach
áiféiseach,cáiréiseach
BB,Bá
war,was
catha,cath
Ba,ra
thuarastal,tuarastal
C,í
labhraíodh,laghdaíodh
chuaigh,luaigh
Seoirse,Saoire
gl,rl
Louth,Lough
fheadar,fheadóg
sháraigh,mharaigh
Mallacht,Malachy
gComhairleoir,Chomhairleoir
bás,mbás
sú,cú
suil,suim
hÉireann,oireann
deimhin,deimhniú
sh,sú
fágfaidh,tógfaidh
wouldn,would
mit,hit
bhfoireann,bhfeiceann
dúinne,dúinn
Teaghlach,Teamhrach
cé,cc
thuairimse,thuairisc
réaltra,rialta
bhfágfar,bhfágfaí
Cathain,lathair
inn,in
tomhaiste,tomhais
Dó,Dé
mholtaí,molta
Iorrais,forais
uachtar,uachtarán
Leagadh,mhagadh
Shathairn,Sathairn
hamhráin,hamhrán
Scór,Scar
bé,hé
hEireann,bheireann
eu,et
thabharfar,thabharfá
Bileog,bileog
gceantar,ceantair
s,u
ché,shé
staideanna,scaireanna
chuimhin,cuimhin
Chiaráin,Ciaráin
monarcha,sonracha
Bar,lar
Ársa,arsa
hathair,cathain
Dan,Dad
meas,means
spéisiúil,spéisiúl
Beirlín,Bheirlín
bpáirtí,báistí
rachainn,romhainn
áthas,athas
cóipeanna,céimeanna
dílse,díle
pinsin,phinsin
te,ne
Maor,maor
provide,profile
an,yn
cheannasaí,cheannas
Pol,Pot
shaorga,chaora
Cummins,Cummings
Is,Il
n,en
dathúil,dathú
dháileadh,cháineadh
ceapaire,ceapairí
colainn,ionainn
Tierney,Tiernan
Mór,Mr
net,yet
shníomh,síníodh
mhéadar,mhadra
aer,er
rialaigh,éalaigh
ghanntanas,ganntanas
idea,ndea
nascanna,mascanna
it,i
áras,tras
páirceanna,bpáirceanna
Ba,Bua
imeachta,iasachta
samhradh,tsamhraidh
chosaint,chosáin
In,Ins
Neart,neart
dháileadh,dheireadh
hell,tell
go,g
poblachta,phoblacht
minic,miniú
fho,dho
morgáiste,oráiste
léachtóir,léachtóirí
Láithreach,láithreach
spraíúil,spreagúil
chéid,chuid
Toghadh,thoghadh
Uachtarán,uachtarán
Mír,Mr
CD,Co
tuillte,buille
gceart,ceart
doiléir,doiléire
Georgia,Giorria
Dónaill,Donall
Cheilteach,gCeilteach
bhunreachtúil,bunreachtúil
glúin,ghlúin
dtógann,dtugann
É,k
in,inn
mheasta,meastú
Acht,Act
labhair,labhairt
feisirí,bhfeisirí
scaipeadh,scairteadh
front,font
clós,chlós
buaiteoirí,cuairteoirí
il,l
Tuatha,fuatha
ú,b
d,n
Tí,dí
dúchais,dóchas
gComhaontú,comhaontú
Gaelscoil,Gaelscéal
seoltaí,eolaí
ghás,fhás
Teilifíse,teilifíse
fathach,beathach
slogadh,bhogadh
tíortha,íoctha
leanadh,líonadh
maol,caol
Chéile,Chéide
Tí,Té
os,fos
Túr,Tús
H,x
Gabhann,habhann
phictiúir,pictiúirí
S,b
rite,tite
As,es
ian,iar
shínigh,sháigh
cáilíocht,fhilíocht
len,leo
Parlaimint,parlaimint
dúradh,dúnadh
milliún,milleán
Ard,árd
dhéanann,dhéanach
dhul,dhual
Chiarraí,gCiarraí
far,fer
folaithe,éalaithe
Só,nó
Mháthair,ghátair
fheachtais,feachtais
Inn,In
gob,goo
dtola,tola
ealaíontóirí,healaíontóirí
bhunadh,bhunaidh
aistriúchán,haistriúcháin
Moville,coille
gníomhartha,gníomhaithe
Chathair,Chadhain
Á,c
bheagán,heagrán
TV,Tó
mheas,bheas
sonas,songs
Sea,Sean
Scáil,Scoil
théamaí,téama
Na,ha
had,éad
Ghéar,ghéar
Éireannacha,Éireannach
coinne,choinne
lascadh,meascadh
Sinead,Sinéad
teach,neach
Rás,Ros
Fómhar,fómhar
in,ón
c,É
fo,fa
Amhránaíochta,amhránaíocht
Óráid,oráid
Ha,Hé
Barraíocht,eagraíocht
car,care
Ciaran,Ciarán
Áise,hÁise
gur,gura
fhabhar,gabhar
dí,bí
déantar,leantar
gcainteoirí,chainteoirí
hInse,Inse
gcladach,gclúdach
Charn,Charna
Iúil,iúil
Gramadaí,Gramadach
arais,árais
cos,cíos
gluaisteáin,gluaisteán
athraíonn,cabhraíonn
gCat,gcat
gCúil,Cúil
Pheadair,Peadar
del,den
máthair,lathair
Spáinne,Sláinte
inne,inné
P,r
nósanna,rósanna
Tuaithe,Tithe
arú,ard
pay,play
Caitheadh,Caitheann
MS,Mé
Ce,e
west,went
Cé,bé
stíle,stíl
leac,lead
neiri,eiri
Dathanna,ndathanna
traonach,treorach
Ambasadóir,ambasadóir
oigheann,oighear
thaispeáint,dtaispeáint
caora,chaora
cuí,suí
céime,céile
ladhar,ladar
trian,grian
chaite,caite
Síochána,síochána
ceadaithe,ceannaithe
C,r
sásaimh,sásamh
choíche,críche
Ceapann,Ceann
rothair,rothar
cáineadh,cinneadh
z,É
ba,ea
gcosantóirí,chosantóirí
Corr,Corn
féinne,fáinne
cáca,cách
frásaí,frámaí
paróistí,bparóiste
Fraincis,Fraincise
Daire,uaire
maireann,cuireann
x,k
litreach,tintreach
limistéir,mistéir
Toraigh,tosaigh
Á,s
ratha,reatha
Fad,éad
dteacht,dreach
Cloich,Chloich
tonn,town
éireoidh,réiteoidh
Seoladh,Seosamh
d,u
Cad,Cat
tapaidh,thuaidh
Mhícheál,Mhíchíl
Céadaoin,Céadaoine
w,o
saibhre,saibhreas
gnéasach,gnéasachas
mBAC,mBÁC
ndéarfaí,dearfaí
fhís,fhás
Dhuibhne,Dhuibhir
mó,me
chugat,chugam
Our,cur
Guy,buy
chás,fhás
iúl,cúl
Gradaim,Glacaim
Feidhmeanna,feidhmeannas
No,NÁ
ndéanfainn,ndéanfaidh
Ch,Cc
imeachtaí,imeacht
Chuireadh,Cuireadh
Ollscoile,ollscoil
sa,se
es,eis
F,e
Chuan,Chua
Eaglais,eaglaise
Níos,níos
Ok,Or
Cathain,gCathair
dí,dh
chúilín,cailín
Pan,éan
del,des
filleann,filleadh
dh,dho
Cá,tá
Chur,Chór
Béile,féile
mhaithe,mhaith
Albain,Alban
rómhaith,romhaibh
Thosnaigh,Thosaigh
Dána,Dála
fhiúntach,fhiúntas
leabhar,feabhas
chainte,cháinte
meáchain,meáchan
gás,rás
Town,own
Top,pop
Micil,Mhicil
feat,seat
en,eh
ólann,olann
Mac,Mas
ina,Óna
mile,milse
oir,aoir
mbinse,binse
Teachta,cleachta
Ceapann,Casann
fírinne,fáinne
gineadh,goideadh
Peace,Place
dob,do
píolóta,díolta
cóisir,coisir
Dara,cara
phaisinéirí,paisinéir
Oireachtas,oireachtas
Chun,bhun
Beir,Bear
Eolaíochta,iomaíochta
Scar,Star
ceachtar,ceaptar
T,z
cheangail,cheangal
Ach,ach
teachtaí,teacht
cloiste,cloigne
Chomhdháil,gcomhdháil
sáraithe,sraithe
scoilte,scoilt
pian,bpian
dhath,death
mí,bí
Scéalta,céasta
Mham,Mhac
gabhann,habhann
chuamar,chualamar
Pic,cic
cos,gcos
Father,rather
zu,zú
aeracha,gaelacha
thosnaíonn,tosnaíonn
Gorman,German
NI,NÍ
ni,mi
geimhreadh,gheimhreadh
chrainn,cholainn
sarar,sacar
Stát,Stáit
grámhar,ramhar
Fág,fág
glacadh,glacfaidh
bord,board
maide,móide
Fáinne,fáinne
dathúil,laethúil
bhfuair,bhféar
Meastar,mheastar
Bridge,Bridget
fhrith,frith
glanta,glúnta
leitheid,leithid
Hi,mi
ii,ie
xo,mo
críoch,chríoch
baineadh,bainteach
cás,gás
thit,that
Glacann,ghlacann
choistí,chiste
mala,mála
u,c
Ab,At
Carrach,Conrach
ce,ie
Antoin,Antoine
aontaím,aontas
léadh,léamh
chríoch,chraobh
bunaithe,buaite
nochtar,nochtadh
Saothair,tsaothair
saothair,nathair
Bealach,ualach
Dátaí,Dáta
bhuan,bhuanú
sent,went
Litir,litir
gcomparáid,chomparáid
Mhí,bhí
haithint,aithint
slad,sad
Iarradh,carnadh
Pháidín,Pháidí
bhfoilsiú,foilsiú
Marian,Marion
cuimhním,chuimhním
sheolfaidh,sheasfaidh
leanadh,deanamh
cos,cosa
dhaonlathach,daonlathach
mheascadh,measadh
Thairis,thairis
róin,rúin
eisithe,éirithe
or,ro
Caoimhe,Craoibhe
event,even
léargais,léargas
fuinneamh,fuinnimh
MT,Mé
er,r
seas,sea
tAthair,máthair
Cad,cad
Mise,ise
chomaoin,chosain
eangach,ceannach
bheas,sheas
geilleagar,ngeilleagar
Ard,Arm
ghaol,chaol
theach,teach
Labhróidh,labhródh
Dhein,dhein
inseacht,óinseach
dhó,dha
Margadh,Meangadh
Mor,Mar
chaill,caill
Ciaráin,Chiarán
date,data
fhearadh,dhearnadh
riadach,rialacha
Crois,Cros
Ok,Os
chughat,chugham
sochair,rothair
sloinnte,sláinte
bhfaigheadh,bhfaighidh
scaradh,shaoradh
Miss,Mise
biseach,briseadh
ndeor,ndeir
stad,slad
Codladh,Conradh
canadh,carnadh
rí,í
um,u
gcampaí,campa
nuacht,fuacht
ár,áir
úsáideach,úsáideacha
Der,Deir
Tugaigí,Tulaigh
comhlachtaí,cumhachtaí
ábhartha,bhuartha
cruthaitheacht,cruthaitheachta
síceolaíochta,scolaíochta
choirp,chorp
éinne,rinne
coimhlintí,choimhlint
Ghaeilge,Gaeilge
MB,Mo
treoraí,treorach
Col,Colm
stocaireacht,toscaireacht
an,in
line,sine
shagart,sagairt
gcailín,cailíní
true,tree
misneach,inneach
gortaíodh,aontaíodh
olla,ola
Oirr,Oir
Breatnach,creatlach
ghloine,shloinne
Mar,Mór
Dr,ar
teilifíse,theilifíse
pm,pé
choróin,chosain
botháin,botúin
fáth,fath
mhéadar,méadar
gCeann,gceann
Alban,Alba
blagadóireacht,blagadóireachta
síor,síos
fisiceoir,fisiceoirí
doibh,dóibh
Comharchumann,chomharchumann
col,eol
gharraí,ngarraí
Lios,sios
leá,deá
aga,agó
acu,acub
End,Ed
bhfágfaí,bhfógraí
tua,ta
tuí,tu
mbronnadh,bhronnadh
dúchais,dhúchas
cloiste,choiste
Fathachréalta,fathachréalta
god,gon
ceo,gceo
il,in
fb,b
thógtha,tógtha
co,com
mb,mba
aw,awh
airm,ainm
inniúil,inniú
cheannais,teannais
chinn,chion
Carraig,gCarraig
tIar,thar
on,in
felt,folt
lus,les
creideann,gcreideann
theip,teip
mile,smile
Cara,Carl
chostais,chosain
dm,pm
Titeann,teann
bhotúin,botúin
Bhéarra,Barra
Cróinín,Cóilín
chaipín,caipín
ne,he
Seol,Seod
hothair,eochair
mheastar,mheasta
Mhara,Mharsa
Ghluaiseacht,ngluaiseacht
leithid,leighis
à,j
Creidim,druidim
pháistí,páiste
Measadh,seasamh
forbairtí,forbairt
eis,éis
Arsa,Arna
mbialanna,mblaganna
he,we
cille,céille
Bhóthair,fhómhair
tuartha,curtha
am,ag
Teo,leo
rithfeadh,ritheadh
Cheannais,cheannas
cosa,cost
mic,cic
rnag,rang
Any,Ana
deor,deora
DÉ,Do
Tráchtairí,tráchtairí
r,á
thiomáin,thiomáint
tite,tinte
thugtar,thugas
mhairbh,thairbhe
ró,nó
conn,bonn
Ór,úr
र,i
Tí,sí
thabhairt,tabhair
Domhan,domhan
crochadh,spochadh
Buí,guí
were,here
dheireann,mhaireann
Muireann,muileann
comhaid,comhad
Cathair,othair
saoithe,troithe
Mad,May
er,yr
míreanna,marcanna
on,lon
paróiste,pacáiste
cluas,cleas
She,she
cnuasach,gcnuasach
leadráin,leadrán
ow,ok
gCluiche,gcluichí
leat,seat
fhiúntach,dhiúltach
gConradh,Conrach
Nath,math
á,sá
glé,gl
million,milliúin
tuaithe,thithe
k,l
réiteoir,réiteoirí
Faoiseamh,aoiseach
caite,daite
ve,se
Dia,Did
gcosmhuintir,cosmhuintire
nod,dod
Run,fun
thaisce,huisce
Finn,cinn
Lam,am
tabharfar,dtabharfar
Bán,Báin
Garda,Gharda
Tuilleadh,géilleadh
bí,uí
amáireach,amárach
mi,mo
thí,tí
aois,ais
cas,chas
Ball,dall
Meastar,meastar
Gaeilige,nGaeilge
sceal,sheal
mhéar,méar
Tionól,tionól
saoirse,soilse
breátha,breithe
Jaimsie,haimsire
Cos,cos
ndaltaí,daltaí
féilte,fáilte
fiosrúcháin,fiosrúchán
sea,sna
fhaighim,chaithim
Iontach,sonrach
nascanna,marcanna
Gaisce,taisce
áir,láir
Comhairle,gComhairle
dear,ndear
Nath,dath
faid,faic
Cuireann,gcuireann
star,stór
bparóiste,paróiste
Irisleabhar,irisleabhar
new,ne
chan,han
same,safe
cairde,caide
Coláiste,gcoláiste
but,bit
ceachtar,cheachtar
Dathanna,gathanna
scéalta,scéalaí
bhuafaidh,bhunaidh
bhfadhb,fhadhb
Chogadh,gCogadh
faighim,caithim
Glas,Glan
mí,mi
Sneachta,Seachtar
Niallais,allais
phaindéim,paindéim
tuairimí,tuairime
bpáirtí,bpáistí
L,d
F,l
géarchéim,ghéarchéim
Daire,Dáire
Los,dos
frith,fhrith
to,tú
fheadar,mhéadar
fuaireas,bhfuaireas
Sr,or
aw,ab
bhfágfaí,bhfágfadh
ghlaoch,ghlaoigh
D,p
Aer,der
gcúpla,cúpla
Ciaráin,Ciaran
Adh,Aodh
Imreoidh,imreoidh
fheidhm,fheicim
guth,gutha
tharraing,charraig
Grianna,fianna
Mi,Me
nios,sios
Prionsa,prionsa
Pas,das
chainte,cáinte
chorrach,bharrach
óinseach,inneach
Mhóráin,mhórán
triú,criú
daoibh,dhaoibh
à,x
cosantóirí,cosantóir
orthu,orthú
athoscailt,hoscailt
mB,mb
Casadh,casadh
ceamara,neamart
Ch,Cé
Nov,Now
shníomh,suíomh
ciontach,contact
imeallach,mealladh
Dhearg,dhearg
dhátheangacha,dátheangachas
t,a
Who,Why
Neill,Nell
Marty,Marta
déagóir,déagóirí
Acadaimh,acadamh
daingean,aingeal
uafás,uafáis
dhéantaí,dhéanfar
mealladh,mealltach
tsaothair,saothar
Siúlóid,siúlóid
chosúil,cosuil
Staidéar,staidéar
caitear,léitear
i,di
ú,ó
tuaiscirt,tuaisceart
Mhúirne,fhoirne
glas,ghlas
nGaeltachtaí,Gaeltachta
bpríomh,ríomh
gCathair,chathair
láithreach,máithreacha
bad,bld
drámaíochta,rásaíochta
nGleann,Ghleann
Gníomhaíochta,gníomhaíochta
Samhlaigh,shamhlaigh
Cloisfear,chloisfear
chonair,chosain
Be,le
marbh,garbh
creideann,chreideann
thúisce,túisce
Araibise,Araibis
Chaighdeáin,chaighdeáin
Treise,breise
gairme,gairm
Seachtaine,seachtaine
world,would
gona,gon
gCluiche,gcluiche
cúraim,cúraimí
Choinn,bhoinn
Scrogall,crogaill
or,ór
Grandi,Grand
Jon,con
tréine,gréine
Aonaigh,aonaigh
dtuigim,dtuairim
shliocht,sliocht
pharlaimint,bparlaimint
Ghradam,Gradam
luas,las
sléibhe,léithe
roinn,roinne
tuairime,tuairimí
beannacht,bheannacht
cíor,fíor
seirbhísí,sheirbhís
Rialtais,rialtas
Dearadh,Déarfadh
só,se
triúr,dtriúr
cúr,dúr
Bhéarra,bharra
Cluxton,Clinton
freagra,fhreagra
Sun,sun
Muller,Miller
don,mon
ghluais,gluais
eacnamaíochta,eacnamaíoch
mhargadh,meangadh
úr,r
Talmhaíochta,talmhaíocht
thodhchaí,dtodhchaí
dteipfeadh,dteitheadh
ag,ae
Déisigh,éirigh
dtaitníonn,taitníonn
Ina,Óna
Cailleadh,milleadh
brainse,bainise
suas,snas
chic,mhic
teochta,tíocht
Creidim,creidimh
pá,lá
Spéis,Spéir
bolg,tolg
céilí,béilí
ad,éad
numbers,number
t,gt
line,fine
don,on
ghairdín,phaidrín
dtuigfidh,tuigfidh
il,ól
Aw,Ab
Chorn,Chon
UN,Ui
nos,nios
Bhraith,bhraith
Thar,That
tabhairt,labhair
thiontú,athaontú
fo,foc
choladh,chumadh
nathair,ceathair
Gaelige,nGaeilge
coinníodh,gcoinneodh
beart,mbeart
dear,hear
ngrúpaí,ghrúpaí
ionraic,ioncaim
dtabharfaí,thabharfaí
prionsabail,prionsabal
ár,ór
géarchéim,géarchéime
leictreonacha,leictreonach
chairdeas,chuireas
buí,brí
mhinice,minicí
saoiste,aiste
tsuim,suim
Aistritheoirí,Aistritheoir
iontacha,Íontach
bailí,béilí
र,f
tonn,bonn
tagairt,malairt
sráidbhailte,sráidbhaile
Sóisialta,Shóisialta
ndearcadh,dearadh
scan,san
uk,k
sruthanna,guthanna
ghin,gin
stand,stad
rachadh,rabhadh
Bon,Bonn
tuarascáil,tuarascála
caitheadh,croitheadh
chosain,cosaint
for,form
measctha,measta
Mhamó,mhamó
mhúscailt,hoscailt
thagairt,thógaint
gCluiche,chluiche
ceanúil,ceangal
Ath,ith
comhdhúl,chomhdhúil
nuair,fuair
doiligh,thoiligh
táthar,máthar
cead,nead
uan,ban
luachmhara,luachmhar
scannán,scannal
amú,abú
dtuigeann,dtugann
Deas,Dea
déréalta,réalta
gaa,gan
ur,Ár
Só,bó
brainse,bhinse
thaispeáint,thaispeáin
tuigtear,ligtear
my,may
talk,walk
mata,iata
cathain,catha
Q,É
mhairfeadh,chuirfeadh
fheadar,fhearr
Earrach,darach
Breá,breá
Ath,th
Sinsear,pinsean
Paróiste,bparóiste
gé,ga
gaelach,baolach
bheagán,ghearán
Chartha,Charna
chuirtí,chuirim
Woods,Words
Kid,úid
fá,dá
mhór,mhír
bhallstát,mballstát
as,was
N,ú
paidrín,phaidrín
radio,raidio
Eamon,Eamonn
choinníonn,choinníoll
healaíontóirí,ealaíontóir
Iarratais,iarratais
frásaí,rásaí
Seachtar,Seachtain
luaithe,luaidhe
Des,es
Leabharlann,leabharlann
tuige,tuile
Scally,Sally
Aeráide,aeráide
coicís,coicíos
mblaganna,bhlaganna
Leagtar,leagtar
gabhair,labhair
hirisí,irisí
eagraithe,eagraigh
draíocht,deoraíocht
Fir,áir
bratacha,brabach
chomhair,dhomhain
Cruinne,cruinne
iarraidh,earraigh
Dhaoine,daoine
dí,dá
Eo,mo
litrithe,léirithe
boy,bod
hall,call
mheán,mheá
staonadh,stánadh
São,So
sean,seas
sh,shú
libh,sibh
tabhair,meabhair
Du,u
oibrithe,éirithe
mothúcháin,mothúchán
teilifís,dteilifís
hin,ein
OÉG,OÉ
os,es
m,um
shaoire,ghaire
Nocht,bocht
dhá,ghá
mBan,Ban
Éiríonn,imíonn
part,pairt
eisteacht,Éisteacht
bhfórsa,bhfórsaí
Cille,cille
Cliath,cliath
ais,his
Sheachtain,sheachain
agam,aga
brain,rain
Teagasc,dteagasc
Gaelige,Ghaeilge
biseach,eisiach
U,h
scripte,scaifte
Teo,eo
leictreacha,leictreachas
gcásanna,chásanna
bhuadar,bhíodar
clubanna,pubanna
coinnigh,coiligh
córas,córais
Mac,Mic
LÉ,La
through,thought
choinne,chinnte
fir,Óir
thoradh,chonradh
thaisteal,thaistil
Country,country
mhianta,rianta
ceacht,teacht
Mother,other
Polainnis,Polainne
Me,me
oireann,hÉireann
ór,er
áir,óir
fearr,fearg
bas,bad
Phil,ghil
Mé,Ma
Fás,Fós
us,lus
Dá,De
chol,chor
th,t
cheannas,teannas
luas,lua
Oráiste,briste
deontas,díoltas
Oireann,Éireann
tithe,hithe
iontais,deontais
Phóilín,póilín
La,LÉ
chailleadh,chaillfidh
thofa,thola
Nuachtáin,Neachtain
Jim,him
fóin,fein
Rian,Ryan
Micheal,Michel
comhairle,comhair
find,fine
seachtaine,seachain
Déisigh,léirigh
Mar,Mam
Domhnaigh,Dhomhnaigh
saoiste,cloiste
Mara,Mart
eascainí,eascair
gé,é
Nó,bó
Gardaí,Garda
Cinn,sinn
Sinn,Sin
fiúntas,hiontas
haeráide,aeráid
Ray,way
féachann,fhéachann
choróinvíreas,choróinvíris
fhuar,thuar
cheannach,ceannach
mBealach,Bealach
phléann,pheann
k,r
RGhairbhi,Ghairbhí
gabhadh,gabhann
न,v
éad,Éad
go,co
mhapa,mapa
aiste,miste
fisiciúil,tipiciúil
nochtadh,lochtach
arbh,rabh
Uachtaránacht,uachtaránacht
Aisteoir,éisteoir
Tiernan,Tierney
binne,éinne
Stan,Stay
nan,van
Bigí,Bige
seachain,feachaint
ndualgas,dualgais
leapacha,leanacht
urraithe,ardaithe
cat,can
glé,glp
CG,Cá
bos,boys
s,f
thoiligh,thoisigh
Luis,Louis
coillte,ceilte
Lus,gus
Binn,tinn
Toy,boy
fhostaíocht,fostaíocht
ghleann,ghreann
bpláinéid,pláinéad
Abhainn,hAbhann
leabhar,leanfar
gníomhairí,gníomhaí
RC,Ré
grianghraf,ngrianghraf
ceannaire,cheannairí
príomha,íomha
Ionad,aonad
Comer,Come
gcosán,cosán
Brún,Brón
lean,lear
bhuille,buaille
hataí,hata
tharla,thárla
féidir,fhéidir
chloí,chlog
Málta,Márta
dti,dté
co,cú
Thacaigh,Thosaigh
cheardlann,gceardlann
scéilín,gcéilí
glactha,glórtha
roghnaigh,roghnóidh
pian,dian
ghasúir,séasúir
Ceann,peann
osna,dosna
sochraid,sochair
imríodh,mbíodh
caite,caide
meán,meá
Opera,opera
saoire,shaoire
nGleann,síleann
Bhríde,Bríde
Ghleann,Glenn
tráchta,thrácht
GaelTaca,Gaelacha
Amárach,murach
cheist,cheilt
théamaí,théarmaí
fás,fág
aimsíonn,aimsíodh
gealaí,geala
ceo,co
léiriú,léirsiú
tháirge,táirge
té,tú
filíocht,cáilíocht
ta,tí
Rón,Ró
bróid,bróin
raidio,raidió
clar,clár
McDonald,McDonagh
J,s
ceatha,beatha
íochtar,uachtar
charn,cearn
ré,rí
Fhómhair,bhóthair
dos,dog
camán,camáin
rás,bás
tarna,arna
fo,of
Me,he
Mór,ór
Mic,Muc
ónar,ónár
tógann,thógann
d,ú
Trí,rí
Ana,Arna
cuireann,oireann
Moon,Meon
leanstan,leanta
a,i
scuainí,scuaibe
r,Ó
chughat,chugam
leo,deo
sraithe,tuaithe
choicís,coicíse
b,mb
chainéal,cainéal
